axis,branch,run_id,seed,step,R,K,K_over_R,collision_rate,final_train_loss,final_val_loss,final_gap,gap_337,gap_674,gap_1000,freq_index_sha256,source_code_revision,source
table_size,bigram,s1v5_128_tbl_bi1_R30000,42,1000,30000,3541098,118.0366,,4.955923557281494,5.167738199234009,0.21181464195251465,-0.05481863021850586,0.03384900093078613,0.21181464195251465,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R30000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R362000,42,1000,362000,3541098,9.78203867403315,,3.8474817276000977,4.573955416679382,0.7264736890792847,-0.0632021427154541,0.26093292236328125,0.7264736890792847,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R362000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R41000,42,1000,41000,3541098,86.36824390243902,,4.725539207458496,4.950048208236694,0.22450900077819824,-0.057498931884765625,0.048897504806518555,0.22450900077819824,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R41000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R494000,42,1000,494000,3541098,7.168214574898785,,3.710362672805786,4.523559331893921,0.8131966590881348,-0.055261969566345215,0.3129531145095825,0.8131966590881348,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R494000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R56000,42,1000,56000,3541098,63.233892857142855,,4.696089267730713,5.0077879428863525,0.31169867515563965,-0.05886220932006836,0.07068634033203125,0.31169867515563965,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R56000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R675000,42,1000,675000,3541098,5.246071111111111,,3.643347978591919,4.537155747413635,0.8938077688217163,-0.052068471908569336,0.34941697120666504,0.8938077688217163,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R675000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R76000,42,1000,76000,3541098,46.59339473684211,,4.57400369644165,4.901111125946045,0.32710742950439453,-0.06234025955200195,0.07733714580535889,0.32710742950439453,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R76000_fixed
table_size,bigram,s1v5_128_tbl_bi1_R922000,42,1000,922000,3541098,3.8406702819956617,,3.5367681980133057,4.560686349868774,1.0239181518554688,-0.05648183822631836,0.47189879417419434,1.0239181518554688,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_bi1_R922000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R104000,42,1000,104000,19027841,182.96000961538462,,5.934921741485596,6.5047935247421265,0.5698717832565308,-0.03739213943481445,0.2214186191558838,0.5698717832565308,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R104000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R1259000,42,1000,1259000,19027841,15.113455917394758,,3.9666683673858643,6.737665891647339,2.7709975242614746,-0.05197632312774658,1.1049538850784302,2.7709975242614746,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R1259000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R142000,42,1000,142000,19027841,133.99888028169013,,5.7899603843688965,6.48690402507782,0.6969436407089233,-0.039989471435546875,0.27940309047698975,0.6969436407089233,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R142000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R16000,42,1000,16000,19027841,1189.2400625,,5.753791809082031,5.891922950744629,0.13813114166259766,-0.027974843978881836,0.045957326889038086,0.13813114166259766,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R16000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R1719000,42,1000,1719000,19027841,11.069133798720186,,3.67803955078125,6.90172266960144,3.2236831188201904,-0.04937922954559326,1.3089598417282104,3.2236831188201904,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R1719000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R194000,42,1000,194000,19027841,98.08165463917526,,5.607911109924316,6.468219757080078,0.8603086471557617,-0.0414886474609375,0.32500600814819336,0.8603086471557617,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R194000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R2000000,42,1000,2000000,19027841,9.5139205,,3.549821615219116,6.905992865562439,3.3561712503433228,-0.05309343338012695,1.392863154411316,3.3561712503433228,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R2000000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R22000,42,1000,22000,19027841,864.9018636363636,,5.772145748138428,5.947557330131531,0.17541158199310303,-0.01863276958465576,0.05444812774658203,0.17541158199310303,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R22000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R2347000,42,1000,2347000,19027841,8.107303365999147,,3.393264055252075,7.009883999824524,3.6166199445724487,-0.0563427209854126,1.5268200635910034,3.6166199445724487,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R2347000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R265000,42,1000,265000,19027841,71.80317358490566,,5.408048152923584,6.456820130348206,1.0487719774246216,-0.040796756744384766,0.424576997756958,1.0487719774246216,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R265000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R30000,42,1000,30000,19027841,634.2613666666666,,5.81926155090332,6.046439051628113,0.22717750072479248,-0.02256608009338379,0.09786093235015869,0.22717750072479248,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R30000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R362000,42,1000,362000,19027841,52.563096685082876,,5.157978534698486,6.460194826126099,1.3022162914276123,-0.03614640235900879,0.5297738313674927,1.3022162914276123,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R362000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R41000,42,1000,41000,19027841,464.0936829268293,,5.927821636199951,6.217089653015137,0.28926801681518555,-0.026561617851257324,0.10793864727020264,0.28926801681518555,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R41000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R494000,42,1000,494000,19027841,38.517896761133606,,4.893827438354492,6.4931817054748535,1.5993542671203613,-0.04572582244873047,0.6348179578781128,1.5993542671203613,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R494000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R56000,42,1000,56000,19027841,339.782875,,6.001810073852539,6.365960478782654,0.36415040493011475,-0.04154479503631592,0.13640904426574707,0.36415040493011475,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R56000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R675000,42,1000,675000,19027841,28.189394074074073,,4.600218772888184,6.530974507331848,1.9307557344436646,-0.044651150703430176,0.7922502756118774,1.9307557344436646,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R675000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R76000,42,1000,76000,19027841,250.36632894736843,,6.0626044273376465,6.533471941947937,0.4708675146102905,-0.032662034034729004,0.18181824684143066,0.4708675146102905,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R76000_fixed
table_size,trigram,s1v5_128_tbl_tri1_R922000,42,1000,922000,19027841,20.6375715835141,,4.2797722816467285,6.62949526309967,2.349722981452942,-0.05216324329376221,0.9238601922988892,2.349722981452942,763a5548f75a7e326370610112fa58f61bcaa37d5a558c33caa3c7482007673d,7583ae3222ffb4bbfb13262295a6a828e1f08d3f,data/runs_scaling/s1v5_128_tbl_tri1_R922000_fixed
